article_key,pre_acc_mean,pre_acc_sd,pre_acc_se,pre_acc_ci95,pre_acc_n,post_acc_mean,post_acc_sd,post_acc_se,post_acc_ci95,post_acc_n,kgain_mean,kgain_sd,kgain_se,kgain_ci95,kgain_n,normalized_gain_mean,normalized_gain_sd,normalized_gain_se,normalized_gain_ci95,normalized_gain_n,pre_idk_rate_mean,pre_idk_rate_sd,pre_idk_rate_se,pre_idk_rate_ci95,pre_idk_rate_n,post_idk_rate_mean,post_idk_rate_sd,post_idk_rate_se,post_idk_rate_ci95,post_idk_rate_n
news_0,0.4239583333333334,0.3425308285581217,0.01914805542613216,0.037530188635219036,320,0.88125,0.17595586587644302,0.009836231928489054,0.019279014579838546,320,0.4572916666666666,0.3422256303914573,0.019130994329950413,0.037496748886702805,320,0.7774099883855982,0.3404453256317131,0.02009585216832124,0.039387870249909626,287,0.4348958333333333,0.3847687760965857,0.021509228474284044,0.04215808780959673,320,0.031249999999999993,0.08175091084869167,0.004570014847004989,0.008957229100129778,320
news_2,0.409375,0.33611528505631044,0.018789415641565735,0.03682725465746884,320,0.8552083333333332,0.18580960412856995,0.010387072642595198,0.020358662379486588,320,0.4458333333333333,0.3395706921444008,0.01898257877003835,0.037205854389275164,320,0.7189576174112257,0.4379052602692373,0.025670460979738227,0.050314103520286924,291,0.4442708333333334,0.3853397894183153,0.02154114908937018,0.04222065221516555,320,0.04375,0.09873371017138773,0.005519382190349634,0.010817989093085283,320
